id;comuna;macrozona_3;orientacion_sexual;id_genero;edad;bienestar_subjetivo_3;bienestar_subjetivo;perc_respeto_3;perc_respeto;tipologia_bien_respeto;suma_disc_vida;alguna_disc_vida;suma_disc_ano;alguna_disc_ano;alguna_disc_verbal_vida;alguna_disc_exclusion_vida;alguna_disc_identidad_vida;suma_disc_verb_ano;alguna_disc_verb_ano;suma_disc_exclusion_ano;alguna_disc_exclusion_ano;suma_disc_identidad_ano;alguna_disc_identidad_ano;disc_mi_hogar;disc_familiares;disc_educativo;disc_trabajo;disc_salud_publico;disc_salud_privado;disc_carabineros;disc_pdi;disc_ins_publica;disc_int_financieras;disc_penitenciarias;disc_empresas;disc_publicos;disc_barrio;disc_comercio;disc_club_lgbtiq;disc_club_general;disc_transp_privado;disc_transp_publico;disc_gimnasios;disc_evento_lgbtiq;disc_protesta;disc_redes_sociales;disc_religiosos;disc_arrendar;lug_gritos_intimo;lug_gritos_cercano;lug_gritos_estado;lug_gritos_privado;lug_gritos_publico;lug_insultos_intimo;lug_insultos_cercano;lug_insultos_estado;lug_insultos_privado;lug_insultos_publico;lug_apariencia_intimo;lug_apariencia_cercano;lug_apariencia_estado;lug_apariencia_privado;lug_apariencia_publico;lug_respeto_intimo;lug_respeto_cercano;lug_respeto_estado;lug_respeto_privado;lug_respeto_publico;lug_expulsaron_intimo;lug_expulsaron_cercano;lug_expulsaron_estado;lug_expulsaron_privado;lug_expulsaron_publico;lug_sancion_intimo;lug_sancion_cercano;lug_sancion_estado;lug_sancion_privado;lug_sancion_publico
1313;281;2;3;1;2;2;0;1;1;4;3;1;2;1;1;0;1;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;
1314;217;3;4;1;2;2;0;1;1;4;4;1;3;1;1;1;1;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;;;;;;;;;;;;;;;
1315;198;3;1;1;2;1;0;2;0;3;4;1;3;1;1;0;1;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;;;;;;;;;;;;;;;
1316;17;1;3;1;1;3;1;1;1;2;2;1;2;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;;;;;;1;1;0;1;1;0;1;0;0;1;;;;;;;;;;;;;;;
1319;267;2;2;3;2;2;0;2;0;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;262;2;5;4;3;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;
1321;281;2;5;2;2;1;0;1;1;4;6;1;6;1;1;1;1;1;1;2;1;3;1;1;1;0;1;1;0;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;;;;;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1
1322;44;1;1;1;2;2;0;1;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;272;2;2;1;2;3;1;1;1;2;4;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326;198;3;3;1;2;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1327;249;2;3;1;2;2;0;1;1;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1328;198;3;3;1;1;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329;256;2;2;1;2;2;0;2;0;3;5;1;3;1;1;1;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;;;;;;0;1;0;1;0;;;;;;;;;;
1331;1;1;3;1;2;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1332;249;2;3;1;2;2;0;1;1;4;3;1;2;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;0;0;0;0;1;1;1;0;1;1;;;;;;;;;;;;;;;
1333;258;2;1;1;1;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;0;1;0;0;0;;;;;;;;;;;;;;;
1335;185;3;4;1;2;1;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1336;130;3;3;1;1;2;0;1;1;4;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337;38;1;5;2;2;1;0;1;1;4;7;1;7;1;1;1;1;2;1;2;1;3;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
1338;317;3;3;2;2;2;0;1;1;4;4;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;0;0;0;1;;;;;;;;;;
1339;140;3;4;1;2;1;0;1;1;4;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;199;3;1;1;2;2;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341;;1;3;1;1;2;0;2;0;3;5;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;0;1;1;0;1;0;;;;;;;;;;;0;1;0;1;0
1342;133;3;3;1;1;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1343;107;3;3;1;2;2;0;1;1;4;2;1;2;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;
1344;103;3;2;1;1;3;1;1;1;2;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
1345;284;2;4;1;2;2;0;1;1;4;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;
1346;298;2;3;3;2;2;0;2;0;3;6;1;5;1;1;1;1;1;1;1;1;3;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;;;;;;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;;;;;;0;1;0;1;0
1347;8;1;3;1;1;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1348;272;2;2;1;2;2;0;2;0;3;3;1;1;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;
1349;253;2;3;1;1;3;1;1;1;2;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;;;;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;;0;1;0;0;0
1350;38;1;2;1;2;1;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351;285;2;4;1;2;2;0;1;1;4;4;1;2;1;1;1;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0
1353;262;2;5;1;2;2;0;1;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1355;258;2;3;1;2;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;;;;;;0;0;1;1;1;0;1;0;0;1;;;;;;;;;;;;;;;
1356;66;1;1;1;2;1;0;1;1;4;3;1;3;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;0;0;1;0;0
1358;52;1;4;3;2;2;0;1;1;4;3;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;
1361;205;3;4;1;2;2;0;1;1;4;2;1;2;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;0;0;0;0;1
1362;302;3;1;1;2;2;0;1;1;4;4;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;;;;;;1;0;0;1;1;;;;;;;;;;;;;;;;;;;;
1363;262;2;2;1;2;3;1;1;1;2;5;1;5;1;1;1;1;2;1;1;1;2;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;
1365;265;2;3;1;2;2;0;1;1;4;4;1;4;1;1;1;0;2;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1
1366;172;3;3;1;1;2;0;1;1;4;3;1;2;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1367;253;2;2;4;2;2;0;1;1;4;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368;140;3;3;1;2;3;1;1;1;2;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1369;32;1;2;1;2;2;0;2;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370;261;2;2;4;1;2;0;1;1;4;2;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;;;;;1;1;0;1;1;;;;;;;;;;;;;;;;;;;;
1371;111;3;1;1;2;1;0;1;1;4;5;1;5;1;1;1;1;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;;;;;;1;0;0;0;1;0;1;0;0;0
1373;132;3;2;3;2;2;0;1;1;4;2;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0
1374;138;3;3;1;2;2;0;1;1;4;3;1;3;1;1;0;1;2;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;
1378;18;1;4;1;2;2;0;1;1;4;3;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1379;271;2;1;1;2;3;1;1;1;2;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
1380;81;3;4;1;2;2;0;2;0;3;3;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;1;0;0;0;;;;;;;;;;;;;;;
1381;301;3;5;2;2;2;0;2;0;3;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1384;8;1;2;1;2;2;0;2;0;3;5;1;2;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1390;166;3;2;3;2;2;0;1;1;4;5;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
1393;249;2;2;1;3;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;255;2;1;4;3;2;0;1;1;4;7;1;2;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1396;;1;3;1;2;3;1;2;0;1;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;244;3;2;3;2;3;1;2;0;1;4;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;281;2;2;1;2;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;281;2;2;3;2;3;1;1;1;2;5;1;4;1;1;1;1;2;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;;;;;;0;0;0;1;0;;;;;
1401;103;3;5;4;1;2;0;2;0;3;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;
1402;268;2;1;4;3;3;1;1;1;2;5;1;2;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1405;70;3;2;4;2;2;0;1;1;4;3;1;3;1;1;0;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;;;;;;;;;;;;;;;
1408;280;2;2;1;2;2;0;2;0;3;2;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
1409;;1;3;1;1;2;0;3;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;249;2;2;1;2;3;1;1;1;2;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417;280;2;3;1;2;2;0;1;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1420;103;3;3;1;2;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421;49;1;4;1;2;3;1;2;0;1;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;254;2;1;3;3;3;1;1;1;2;6;1;2;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1424;262;2;3;1;2;2;0;1;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;38;1;1;1;2;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;287;2;2;4;2;2;0;1;1;4;3;1;2;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1430;60;1;1;1;2;1;0;1;1;4;3;1;2;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;;;;;;;;;;;0;1;0;0;0
1431;296;2;3;1;2;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;1;0;1;0;0;0;;;;;;;;;;;;;;;
1432;270;2;3;1;1;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;
1436;262;2;3;1;1;2;0;1;1;4;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;
1438;140;3;1;1;1;2;0;2;0;3;3;1;3;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;0;0;0;1;0;;;;;
1439;17;1;2;3;2;2;0;1;1;4;5;1;3;1;1;1;1;2;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;;;;;;0;0;0;1;0;;;;;;;;;;
1441;262;2;1;1;2;3;1;1;1;2;3;1;3;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;0;0;0;0;1;;;;;
1443;249;2;3;1;2;3;1;2;0;1;4;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;;;;;;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;
1444;103;3;2;1;1;2;0;1;1;4;4;1;3;1;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;0;0;0;0;1;;;;;
1445;296;2;3;4;2;3;1;2;0;1;5;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1447;258;2;1;1;2;2;0;2;0;3;5;1;5;1;1;1;1;2;1;1;1;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
1449;32;1;3;4;2;1;0;1;1;4;5;1;4;1;1;1;1;2;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;;;;;;0;1;1;1;1;0;1;1;1;1;;;;;
1456;144;3;2;4;2;3;1;1;1;2;4;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
1457;206;3;1;1;2;2;0;2;0;3;5;1;4;1;1;1;1;2;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;;0;1;0;0;0;;;;;
1458;268;2;3;1;2;2;0;1;1;4;2;1;2;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;
1459;116;3;3;1;2;2;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1461;271;2;1;1;2;3;1;1;1;2;2;1;2;1;1;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
1463;249;2;2;1;2;2;0;1;1;4;2;1;2;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1465;262;2;3;1;2;3;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1466;267;2;2;4;2;3;1;1;1;2;3;1;3;1;1;0;1;2;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;
1467;54;1;1;1;2;2;0;1;1;4;5;1;3;1;1;0;1;2;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;1;0;1;;;;;;0;0;0;0;1;;;;;;;;;;
1469;254;2;2;4;2;3;1;1;1;2;3;1;2;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;
